text,label
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
Famous athlete retires to become a professional gamer.,0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
"Aliens have been found living among us, says expert.",0.0
"Aliens have been found living among us, says expert.",0.0
New miracle cure promises to cure all diseases instantly.,0.0
Politician accused of being a secret agent for another country.,0.0
"Aliens have been found living among us, says expert.",0.0
Famous athlete retires to become a professional gamer.,0.0
"Aliens have been found living among us, says expert.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
"Celebrity caught in shocking scandal, shocking the world.",0.0
Politician accused of being a secret agent for another country.,0.0
New miracle cure promises to cure all diseases instantly.,0.0
